"authors","title","doi","journal","habitat","region","scale_name","scale_size_m2","scale_size_km","type_study","sp_sar","richness","n_ind","simpson_diver","shannon_diver","n_rows","scale_type","record"
"Harrison, Susan; Cornell, Howard; Moore, Kara A.","Spatial niches and coexistence: testing theory with tarweeds","10.1890/09-0742.1","ECOLOGY","grassland","North America","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","Oceania","quadrat",2.25,NA,"obs",0,2,11.25,0.459939606,0.652533923,169,"method_scale","m2"
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","Africa","quadrat",2.25,NA,"obs",0,2,11.25,0.304847607,0.482765366,169,"method_scale","m2"
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","North America","quadrat",2.25,NA,"obs",0,2,11.25,0.299022488,0.475912748,169,"method_scale","m2"
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","South America","quadrat",2.25,NA,"obs",0,2,11.25,0.28948267,0.464600003,169,"method_scale","m2"
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","Europe","quadrat",2.25,NA,"obs",0,2,11.25,0.228183332,0.388930846,169,"method_scale","m2"
"Berdugo, Miguel; Maestre, Fernando T.; Kefi, Sonia; Gross, Nicolas; Le Bagousse-Pinguet, Yoann; Soliveres, Santiago","Aridity preferences alter the relative importance of abiotic and biotic drivers on plant species abundance in global drylands","10.1111/1365-2745.13006","JOURNAL OF ECOLOGY","multiple","Asia","quadrat",2.25,NA,"obs",0,2,11.25,0.094336524,0.197428942,169,"method_scale","m2"
"Roe, Cailin M.; Parker, Graham C.; Korsten, Annika C.; Lister, Christina J.; Weatherall, Sam B.; Lawrence Lodge, Rachael H. E.; Wilson, J. Bastow","Small-scale spatial autocorrelation in plant communities: the effects of spatial grain and measure of abundance, with an improved sampling scheme","10.1111/j.1654-1103.2011.01375.x","JOURNAL OF VEGETATION SCIENCE","palustrine wetland","Oceania","quadrat",25,NA,"obs",0,5,125,0.454098137,0.954423771,169,"method_scale","m2"
"Roe, Cailin M.; Parker, Graham C.; Korsten, Annika C.; Lister, Christina J.; Weatherall, Sam B.; Lawrence Lodge, Rachael H. E.; Wilson, J. Bastow","Small-scale spatial autocorrelation in plant communities: the effects of spatial grain and measure of abundance, with an improved sampling scheme","10.1111/j.1654-1103.2011.01375.x","JOURNAL OF VEGETATION SCIENCE","palustrine wetland","Oceania","quadrat",25,NA,"obs",0,5,125,0.77913309,1.553556823,169,"method_scale","m2"
"Bennie, Jonathan; Anderson, Karen; Wetherelt, Andrew","Measuring biodiversity across spatial scales in a raised bog using a novel paired-sample diversity index","10.1111/j.1365-2745.2010.01762.x","JOURNAL OF ECOLOGY","palustrine wetland","Europe","quadrat",0.0025,NA,"obs",0,0,0.0125,0,0,169,"method_scale","m2"
"Bissels, S; Holzel, N; Donath, TW; Otte, A","Evaluation of restoration success in alluvial grasslands under contrasting flooding regimes","10.1016/j.biocon.2003.10.013","BIOLOGICAL CONSERVATION","palustrine wetland","Europe","quadrat",0.1,NA,"obs",0,0,0.5,0,0,169,"method_scale","m2"
"Roe, Cailin M.; Parker, Graham C.; Korsten, Annika C.; Lister, Christina J.; Weatherall, Sam B.; Lawrence Lodge, Rachael H. E.; Wilson, J. Bastow","Small-scale spatial autocorrelation in plant communities: the effects of spatial grain and measure of abundance, with an improved sampling scheme","10.1111/j.1654-1103.2011.01375.x","JOURNAL OF VEGETATION SCIENCE","shrubland","Oceania","quadrat",25,NA,"obs",0,5,125,0.796802289,1.601271251,169,"method_scale","m2"
"Hernandez-Hernandez, Raquel; Borges, Paulo A. V.; Gabriel, Rosalina; Rigal, Francois; Ah-Peng, Claudine; Maria Gonzalez-Mancebo, Juana","Scaling alpha- and beta-diversity: bryophytes along an elevational gradient on a subtropical oceanic Island (La Palma, Canary Islands)","10.1111/jvs.12573","JOURNAL OF VEGETATION SCIENCE","shrubland","Europe","quadrat",4,NA,"obs",0,2,20,0.495611461,0.688752199,169,"method_scale","m2"
"Hoffman, Oren; de Falco, Natalie; Yizhaq, Hezi; Boeken, Bertrand","Annual plant diversity decreases across scales following widespread ecosystem engineer shrub mortality","10.1111/jvs.12372","JOURNAL OF VEGETATION SCIENCE","shrubland","Asia","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Chai, Yongfu; Zhong, Jiayi; Zhao, Jiale; Guo, Jiangchao; Yue, Ming; Guo, Yaoxin; Wang, Mao; Wan, Pengcheng","Environment and plant traits explain shrub biomass allocation and species composition across ecoregions in North China","10.1111/jvs.13080","JOURNAL OF VEGETATION SCIENCE","shrubland","Asia","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Escobedo, Victor M.; Rios, Rodrigo S.; Gianoli, Ernesto","Interactive effects of shading and disturbance on plant invasion in an arid shrubland: Assembly processes and CSR-strategies","10.1111/1365-2745.13650","JOURNAL OF ECOLOGY","shrubland","South America","quadrat",0.04,NA,"obs",0,0,0.2,0,0,169,"method_scale","m2"
"Gross, Nicolas; Boerger, Luca; Soriano-Morales, Sara I.; Le Bagousse-Pinguet, Yoann; Quero, Jose L.; Garcia-Gomez, Miguel; Valencia-Gomez, Enrique; Maestre, Fernando T.","Uncovering multiscale effects of aridity and biotic interactions on the functional structure of Mediterranean shrublands","10.1111/1365-2745.12063","JOURNAL OF ECOLOGY","shrubland","Europe","quadrat",2.25,NA,"obs",0,2,11.25,0.34352731,0.527277786,169,"method_scale","m2"
"Albert, Sebastien; Flores, Olivier; Rouget, Mathieu; Wilding, Nicholas; Strasberg, Dominique","Why are woody plants fleshy-fruited at low elevations? Evidence from a high-elevation oceanic island","10.1111/jvs.12676","JOURNAL OF VEGETATION SCIENCE","shrubland","Africa","quadrat",25,NA,"obs",0,5,125,0.731163996,1.432662917,169,"method_scale","m2"
"Hevia, Violeta; Carmona, Carlos P.; Azcarate, Francisco M.; Torralba, Mario; Alcorlo, Paloma; Arino, Ruben; Lozano, Jorge; Castro-Cobo, Sara; Gonzalez, Jose A.","Effects of land use on taxonomic and functional diversity: a cross-taxon analysis in a Mediterranean landscape","10.1007/s00442-015-3512-2","OECOLOGIA","shrubland","Europe","quadrat",0.04,NA,"obs",0,0,0.2,0,0,169,"method_scale","m2"
"Croft, Peter; Hunter, John T.; Reid, Nick","Forgotten fauna: Habitat attributes of long-unburnt open forests and woodlands dictate a rethink of fire management theory and practice","10.1016/j.foreco.2016.02.015","FOREST ECOLOGY AND MANAGEMENT","shrubland","Oceania","quadrat",400,NA,"obs",0,11,2000,0.865363165,2.151066568,169,"method_scale","m2"
"Senbeta, Feyera; Denich, Manfred","Effects of wild coffee management on species diversity in the Afromontane rainforests of Ethiopia","10.1016/j.foreco.2006.05.064","FOREST ECOLOGY AND MANAGEMENT","forest","Africa","quadrat",400,NA,"obs",0,11,2000,0.871986812,2.173698536,169,"method_scale","m2"
"Kitazawa, T; Ohsawa, M","Patterns of species diversity in rural herbaceous communities under different management regimes, Chiba, central Japan","10.1016/S0006-3207(01)00170-7","BIOLOGICAL CONSERVATION","forest","Asia","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"McLaughlin, Blair C.; Blakey, Rachel; Weitz, Andrew P.; Feng, Xue; Brown, Brittni J.; Ackerly, David D.; Dawson, Todd E.; Thompson, Sally E.","Weather underground: Subsurface hydrologic processes mediate tree vulnerability to extreme climatic drought","10.1111/gcb.15026","GLOBAL CHANGE BIOLOGY","forest","North America","quadrat",3600,NA,"obs",23,21,18000,0.909116838,2.687265368,169,"method_scale","m2"
"Luo, Ya-Huang; Cadotte, Marc W.; Liu, Jie; Burgess, Kevin S.; Tan, Shao-Lin; Ye, Lin-Jiang; Zou, Jia-Yun; Chen, Zhong-Zheng; Jiang, Xue-Long; Li, Juan; Xu, Kun; Li, De-Zhu; Gao, Lian-Ming","Multitrophic diversity and biotic associations influence subalpine forest ecosystem multifunctionality","10.1002/ecy.3745","ECOLOGY","forest","Asia","quadrat",100,NA,"obs",0,7,500,0.806823887,1.727474025,169,"method_scale","m2"
"Luo, Ya-Huang; Cadotte, Marc W.; Liu, Jie; Burgess, Kevin S.; Tan, Shao-Lin; Ye, Lin-Jiang; Zou, Jia-Yun; Chen, Zhong-Zheng; Jiang, Xue-Long; Li, Juan; Xu, Kun; Li, De-Zhu; Gao, Lian-Ming","Multitrophic diversity and biotic associations influence subalpine forest ecosystem multifunctionality","10.1002/ecy.3745","ECOLOGY","forest","Asia","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Luo, Ya-Huang; Cadotte, Marc W.; Liu, Jie; Burgess, Kevin S.; Tan, Shao-Lin; Ye, Lin-Jiang; Zou, Jia-Yun; Chen, Zhong-Zheng; Jiang, Xue-Long; Li, Juan; Xu, Kun; Li, De-Zhu; Gao, Lian-Ming","Multitrophic diversity and biotic associations influence subalpine forest ecosystem multifunctionality","10.1002/ecy.3745","ECOLOGY","forest","Asia","quadrat",2,NA,"obs",0,2,10,0.149368378,0.281915274,169,"method_scale","m2"
"Perelman, Susana B.; Chaneton, Enrique J.; Batista, William B.; Burkart, Silvia E.; Leon, Rolando J. C.","Habitat stress, species pool size and biotic resistance influence exotic plant richness in the Flooding Pampa grasslands","10.1111/j.1365-2745.2007.01255.x","JOURNAL OF ECOLOGY","grassland","South America","quadrat",0.1,NA,"obs",0,0,0.5,0,0,169,"method_scale","m2"
"Rogers, David A.; Rooney, Thomas P.; Olson, Daniel; Waller, Donald M.","Shifts in southern Wisconsin forest canopy and understory richness, composition, and heterogeneity","10.1890/07-1129.1","ECOLOGY","forest","North America","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Echiverri, Laureen; Macdonald, S. Ellen","Utilizing a topographic moisture index to characterize understory vegetation patterns in the boreal forest","10.1016/j.foreco.2019.05.054","FOREST ECOLOGY AND MANAGEMENT","forest","North America","quadrat",4,NA,"obs",0,2,20,0.429579815,0.620973163,169,"method_scale","m2"
"Landis, FC; Gargas, A; Givnish, TJ","Relationships among arbuscular mycorrhizal fungi, vascular plants and environmental conditions in oak savannas","10.1111/j.1469-8137.2004.01202.x","NEW PHYTOLOGIST","grassland","North America","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Barak, Rebecca S.; Williams, Evelyn W.; Hipp, Andrew L.; Bowles, Marlin L.; Carr, Gabriela M.; Sherman, Robert; Larkin, Daniel J.","Restored tallgrass prairies have reduced phylogenetic diversity compared with remnants","10.1111/1365-2664.12881","JOURNAL OF APPLIED ECOLOGY","grassland","North America","quadrat",0.25,NA,"obs",0,0,1.25,0,0,169,"method_scale","m2"
"Brunbjerg, Ane Kirstine; Borchsenius, Finn; Eiserhardt, Wolf L.; Ejrnaes, Rasmus; Svenning, Jens-Christian","Disturbance drives phylogenetic community structure in coastal dune vegetation","10.1111/j.1654-1103.2012.01433.x","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",0.25,NA,"obs",0,0,1.25,0,0,169,"method_scale","m2"
"Garcia-Aguirre, Maria Concepcion; Ortiz, Mario Arturo; Zamorano, Jose Juan; Reyes, Yelina","Vegetation and landform relationships at Ajusco volcano Mexico, using a geographic information system (GIS)","10.1016/j.foreco.2006.10.031","FOREST ECOLOGY AND MANAGEMENT","multiple","North America","quadrat",625,NA,"obs",4,13,3125,0.905907008,2.448211666,169,"method_scale","m2"
"Harris, Mike P. K.; Allen, Katherine A.; McAllister, Hugh A.; Eyre, Geoff; Le Duc, Mike G.; Marrs, Rob H.","Factors affecting moorland plant communities and component species in relation to prescribed burning","10.1111/j.1365-2664.2011.02052.x","JOURNAL OF APPLIED ECOLOGY","grassland","Europe","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Burrows, Michael T.; Hawkins, Stephen J.; Moore, J. Jon; Adams, Leoni; Sugden, Heather; Firth, Louise; Mieszkowska, Nova","Global-scale species distributions predict temperature-related changes in species composition of rocky shore communities in Britain","10.1111/gcb.14968","GLOBAL CHANGE BIOLOGY","palustrine wetland","Europe","quadrat",NA,NA,"obs",NA,NA,NA,NA,NA,169,"method_scale",NA
"Safford, HD; Harrison, S","Fire effects on plant diversity in serpentine vs. sandstone chaparral","10.1890/03-0039","ECOLOGY","shrubland","North America","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Safford, HD; Harrison, S","Fire effects on plant diversity in serpentine vs. sandstone chaparral","10.1890/03-0039","ECOLOGY","shrubland","North America","quadrat",0.25,NA,"obs",0,0,1.25,0,0,169,"method_scale","m2"
"Prendeville, Holly R.; Steven, Janet C.; Galloway, Laura F.","Spatiotemporal variation in deer browse and tolerance in a woodland herb","10.1890/14-0653.1","ECOLOGY","forest","North America","quadrat",0.25,NA,"obs",0,0,1.25,0,0,169,"method_scale","m2"
"Wiser, Susan K.; Buxton, Rowan P.; Clarkson, Beverley R.; Richardson, Sarah J.; Rogers, G. M.; Smale, Mark C.; Williams, Peter A.","Climate, landscape and microenvironment interact to determine plant composition in naturally discrete gravel beach communities","10.1111/j.1654-1103.2010.01174.x","JOURNAL OF VEGETATION SCIENCE","palustrine wetland","Oceania","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Bossuyt, B; Honnay, O; Hermy, M","Scale-dependent frequency distributions of plant species in dune slacks: Dispersal and niche limitation","10.1658/1100-9233(2004)015[0323:SFDOPS]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Bossuyt, B; Honnay, O; Hermy, M","Scale-dependent frequency distributions of plant species in dune slacks: Dispersal and niche limitation","10.1658/1100-9233(2004)015[0323:SFDOPS]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",18000,NA,"obs",41,33,90000,0.94841261,3.193293509,169,"method_scale","m2"
"Bossuyt, B; Honnay, O; Hermy, M","Scale-dependent frequency distributions of plant species in dune slacks: Dispersal and niche limitation","10.1658/1100-9233(2004)015[0323:SFDOPS]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",8000,NA,"obs",32,26,40000,0.948969488,3.091072974,169,"method_scale","m2"
"Bossuyt, B; Honnay, O; Hermy, M","Scale-dependent frequency distributions of plant species in dune slacks: Dispersal and niche limitation","10.1658/1100-9233(2004)015[0323:SFDOPS]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",29000,NA,"obs",46,37,145000,0.952773067,3.307543052,169,"method_scale","m2"
"Bossuyt, B; Honnay, O; Hermy, M","Scale-dependent frequency distributions of plant species in dune slacks: Dispersal and niche limitation","10.1658/1100-9233(2004)015[0323:SFDOPS]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",58000,NA,"obs",54,45,290000,0.956518192,3.444473885,169,"method_scale","m2"
"Bossuyt, B; Honnay, O; Hermy, M","Scale-dependent frequency distributions of plant species in dune slacks: Dispersal and niche limitation","10.1658/1100-9233(2004)015[0323:SFDOPS]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",22000,NA,"obs",43,35,110000,0.948616765,3.230911703,169,"method_scale","m2"
"Bossuyt, B; Honnay, O; Hermy, M","Scale-dependent frequency distributions of plant species in dune slacks: Dispersal and niche limitation","10.1658/1100-9233(2004)015[0323:SFDOPS]2.0.CO;2","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",23000,NA,"obs",44,35,115000,0.951809754,3.265913286,169,"method_scale","m2"
"Zhang, Minna; Li, Guangyin; Wang, Yue; Pan, Duofeng; Sun, Jinyan; Wang, Ling","Land use intensification alters the relative contributions of plant functional diversity and soil properties on grassland productivity","10.1007/s00442-022-05288-4","OECOLOGIA","grassland","Asia","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Baldeck, C. A.; Kembel, S. W.; Harms, K. E.; Yavitt, J. B.; John, R.; Turner, B. L.; Madawala, S.; Gunatilleke, N.; Gunatilleke, S.; Bunyavejchewin, S.; Kiratiprayoon, S.; Yaacob, A.; Supardi, M. N. N.; Valencia, R.; Navarrete, H.; Davies, S. J.; Chuyong, G. B.; Kenfack, D.; Thomas, D. W.; Dalling, J. W.","Phylogenetic turnover along local environmental gradients in tropical forest communities","10.1007/s00442-016-3686-2","OECOLOGIA","forest","Global","quadrat",400,NA,"obs",0,11,2000,0.867078282,2.177244925,169,"method_scale","m2"
"Forey, Estelle; Lortie, Christopher J.; Michalet, Richard","Spatial patterns of association at local and regional scales in coastal sand dune communities","10.1111/j.1654-1103.2009.01095.x","JOURNAL OF VEGETATION SCIENCE","desert and tundra","Europe","quadrat",0.25,NA,"obs",0,0,1.25,0,0,169,"method_scale","m2"
"Laurance, Susan G. W.; Laurance, William F.; Andrade, Ana; Fearnside, Philip M.; Harms, Kyle E.; Vicentini, Alberto; Luizao, Regina C. C.","Influence of soils and topography on Amazonian tree diversity: a landscape-scale study","10.1111/j.1654-1103.2009.01122.x","JOURNAL OF VEGETATION SCIENCE","forest","South America","quadrat",400,NA,"obs",0,11,2000,0.860547057,2.123192483,169,"method_scale","m2"
"Cheng, Junhui; Chu, Pengfei; Chen, Dima; Bai, Yongfei","Functional correlations between specific leaf area and specific root length along a regional environmental gradient in Inner Mongolia grasslands","10.1111/1365-2435.12569","FUNCTIONAL ECOLOGY","grassland","Asia","quadrat",1,NA,"obs",0,1,5,0.995665777,5.557392448,169,"method_scale","m2"
"Hamilton, MA; Murray, BR; Cadotte, MW; Hose, GC; Baker, AC; Harris, CJ; Licari, D","Life-history correlates of plant invasiveness at regional and continental scales","10.1111/j.1461-0248.2005.00809.x","ECOLOGY LETTERS","forest","Oceania","quadrat",100,NA,"obs",0,7,500,0.703248921,1.552231674,169,"method_scale","m2"
"Delgado-Baquerizo, Manuel; Fry, Ellen L.; Eldridge, David J.; de Vries, Franciska T.; Manning, Peter; Hamonts, Kelly; Kattge, Jens; Boenisch, Gerhard; Singh, Brajesh K.; Bardgett, Richard D.","Plant attributes explain the distribution of soil microbial communities in two contrasting regions of the globe","10.1111/nph.15161","NEW PHYTOLOGIST","forest","Oceania","regional",NA,1000,"obs",NA,NA,NA,NA,NA,62,"ecological_scale","km"
"Arroyo-Rodriguez, Victor; Roes, Matthias; Escobar, Federico; Melo, Felipe P. L.; Santos, Braulio A.; Tabarelli, Marcelo; Chazdon, Robin","Plant beta-diversity in fragmented rain forests: testing floristic homogenization and differentiation hypotheses","10.1111/1365-2745.12153","JOURNAL OF ECOLOGY","forest","North America","regional",NA,NA,"obs",NA,NA,NA,NA,NA,62,"ecological_scale",NA
"Qiao, Xuetao; Zhang, Naili; Zhang, Chunyu; Zhang, Zhonghui; Zhao, Xiuhai; von Gadow, Klaus","Unravelling biodiversity-productivity relationships across a large temperate forest region","10.1111/1365-2435.13922","FUNCTIONAL ECOLOGY","forest","Asia","regional",7e+11,NA,"obs",233,2742,3.5e+12,0.99923029,7.530355986,62,"ecological_scale","m2"
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","forest","Europe","regional",1e+08,NA,"obs",136,298,5e+08,0.993365785,5.340299853,62,"ecological_scale","m2"
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","forest","Europe","regional",5e+09,NA,"obs",179,796,2.5e+10,0.99732448,6.308288383,62,"ecological_scale","m2"
"Ewald, J","A probabilistic approach to estimating species pools from large compositional matrices","10.1111/j.1654-1103.2002.tb02039.x","JOURNAL OF VEGETATION SCIENCE","forest","North America","regional",1e+10,NA,"obs",186,947,5e+10,0.997980153,6.503788885,62,"ecological_scale","m2"
"Stark, SC; Bunker, DE; Carson, WP","A null model of exotic plant diversity tested with exotic and native species-area relationships","10.1111/j.1461-0248.2005.00859.x","ECOLOGY LETTERS","forest","North America","regional",1.48e+08,NA,"obs",140,329,7.4e+08,0.99426883,5.477023851,62,"ecological_scale","m2"
"Stark, SC; Bunker, DE; Carson, WP","A null model of exotic plant diversity tested with exotic and native species-area relationships","10.1111/j.1461-0248.2005.00859.x","ECOLOGY LETTERS","forest","North America","regional",5.39e+12,NA,"obs",255,4569,2.7e+13,0.999545297,8.062778572,62,"ecological_scale","m2"
"Fortini, Lucas Berio","Integrated models show a transient opportunity for sustainable management by tropical forest dwellers","10.1016/j.foreco.2019.02.022","FOREST ECOLOGY AND MANAGEMENT","forest","South America","regional",1.6e+08,NA,"obs",141,335,8e+08,0.994437489,5.481774554,62,"ecological_scale","m2"
"Buler, Jeffrey J.; Moore, Frank R.; Woltmann, Stefan","A multi-scale examination of stopover habitat use by birds","10.1890/06-1871.1","ECOLOGY","forest","North America","regional",225000,NA,"obs",69,63,1125000,0.973875219,3.874719399,62,"ecological_scale","m2"
"Dobert, Timm F.; Webber, Bruce L.; Sugau, John B.; Dickinson, Katharine J. M.; Didham, Raphael K.","Logging increases the functional and phylogenetic dispersion of understorey plant communities in tropical lowland rain forest","10.1111/1365-2745.12791","JOURNAL OF ECOLOGY","forest","Asia","regional",9929558,NA,"obs",110,166,49647790,0.987865206,4.729741504,62,"ecological_scale","m2"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","forest","Europe","regional",6.4e+07,NA,"obs",131,266,3.2e+08,0.993090902,5.269946683,62,"ecological_scale","m2"
"Schweiger, O; Maelfait, JP; Van Wingerden, W; Hendrickx, F; Billeter, R; Speelmans, M; Augenstein, I; Aukema, B; Aviron, S; Bailey, D; Bukacek, R; Burel, F; Diekotter, T; Dirksen, J; Frenzel, M; Herzog, F; Liira, J; Roubalova, M; Bugter, R","Quantifying the impact of environmental factors on arthropod communities in agricultural landscapes across organizational levels and spatial scales","10.1111/j.1365-2664.2005.01085.x","JOURNAL OF APPLIED ECOLOGY","forest","Europe","regional",3.2e+07,NA,"obs",123,224,1.6e+08,0.990376007,5.028659565,62,"ecological_scale","m2"
"Zellweger, Florian; Braunisch, Veronika; Morsdorf, Felix; Baltensweiler, Andri; Abegg, Meinrad; Roth, Tobias; Bugmann, Harald; Bollmann, Kurt","Disentangling the effects of climate, topography, soil and vegetation on stand-scale species richness in temperate forests","10.1016/j.foreco.2015.04.008","FOREST ECOLOGY AND MANAGEMENT","forest","Europe","regional",3e+08,NA,"obs",148,393,1.5e+09,0.994263778,5.579104392,62,"ecological_scale","m2"
"Delgado-Baquerizo, Manuel; Fry, Ellen L.; Eldridge, David J.; de Vries, Franciska T.; Manning, Peter; Hamonts, Kelly; Kattge, Jens; Boenisch, Gerhard; Singh, Brajesh K.; Bardgett, Richard D.","Plant attributes explain the distribution of soil microbial communities in two contrasting regions of the globe","10.1111/nph.15161","NEW PHYTOLOGIST","grassland","Europe","regional",5e+08,NA,"obs",153,447,2.5e+09,0.995400671,5.741585571,62,"ecological_scale","m2"
"Valyi, Kriszta; Rillig, Matthias C.; Hempel, Stefan","Land-use intensity and host plant identity interactively shape communities of arbuscular mycorrhizal fungi in roots of grassland plants","10.1111/nph.13236","NEW PHYTOLOGIST","grassland","Europe","regional",1.3e+09,NA,"obs",164,568,6.5e+09,0.996446012,5.97015246,62,"ecological_scale","m2"
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","regional",1e+08,NA,"obs",136,298,5e+08,0.993758747,5.372531798,62,"ecological_scale","m2"
"Benayas, JMR; Scheiner, SM","Plant diversity, biogeography and environment in Iberia: Patterns and possible causal factors","10.1111/j.1654-1103.2002.tb02045.x","JOURNAL OF VEGETATION SCIENCE","grassland","Europe","regional",5e+09,NA,"obs",179,796,2.5e+10,0.997415043,6.316357351,62,"ecological_scale","m2"
"Carmona, Carlos P.; Guerrero, Irene; Peco, Begona; Morales, Manuel B.; Onate, Juan J.; Part, Tomas; Tscharntke, Teja; Liira, Jaan; Aavik, Tsipe; Emmerson, Mark C.; Berendse, Frank; Ceryngier, Piotr; Bretagnolle, Vincent; Weisser, Wolfgang W.; Bengtsson, Jan","Agriculture intensification reduces plant taxonomic and functional diversity across European arable systems","10.1111/1365-2435.13608","FUNCTIONAL ECOLOGY","grassland","Europe","regional",2.5e+15,NA,"obs",323,21211,1.25e+16,0.999904139,9.600444313,62,"ecological_scale","m2"
"Xiang, Dan; Verbruggen, Erik; Hu, Yajun; Veresoglou, Stavros D.; Rillig, Matthias C.; Zhou, Wenping; Xu, Tianle; Li, Huan; Hao, Zhipeng; Chen, Yongliang; Chen, Baodong","Land use influences arbuscular mycorrhizal fungal communities in the farming-pastoral ecotone of northern China","10.1111/nph.12961","NEW PHYTOLOGIST","grassland","Asia","regional",6.9e+11,NA,"obs",233,2732,3.45e+12,0.999201507,7.525337708,62,"ecological_scale","m2"
"Manzo, Luz M.; Epele, Luis B.; Grech, Marta G.; Kutschker, Adriana M.; Miserendino, Maria L.","Which regionalization scheme is the best to predict wetland plant distribution in Western Patagonia?","10.1111/jvs.13157","JOURNAL OF VEGETATION SCIENCE","grassland","South America","regional",1.34e+11,NA,"obs",215,1813,6.7e+11,0.998685586,7.093880223,62,"ecological_scale","m2"
"Lebbink, Gabrielle; Dwyer, John M.; Fensham, Roderick J.","An invasive grass species has both local and broad-scale impacts on diversity: Potential mechanisms and implications","10.1111/jvs.12972","JOURNAL OF VEGETATION SCIENCE","grassland","Oceania","regional",1000,NA,"obs",9,15,5000,0.909404766,2.55008033,62,"ecological_scale","m2"
